,acc,site,main_class,sub_class_1,sub_class_all,binding_sites,area_a2,alpha_seeds,beta_seeds,hydrophobicity,pdbs
506,Q96F81,1,Unclassified,Unclassified,Unclassified,[1007],[1546.1658525398077],[1],[357],[33.4],"['6XE6', '7E2G', '7E2H', '7E2I']"
507,A7MBM2,2,Unclassified,Unclassified,Unclassified,"[676, 485]","[2178.368322619871, 793.4600331378826]","[2, 116]","[92, 121]","[5.69999, 3.99999]",[]
508,P80370,3,Miscellaneous,Ligand,Ligand;Delta,"[209, 157, 11]","[1903.4690752316694, 960.7853303029963, 1145.7807286662455]","[0, 8, 4]","[12, 1260, 153]","[5.1, 11.0, 31.9]",[]
509,Q6UY11,2,Miscellaneous,Ligand,Ligand;Delta,"[196, 61]","[4735.222347286642, 865.0410278244535]","[10, 73]","[433, 744]","[-6.7999, 0.09999]",[]
510,O00548,3,Miscellaneous,Ligand,Ligand;Delta,"[22, 259, 429]","[4208.883404762713, 2103.225498780925, 809.5203589892619]","[15, 0, 0]","[216, 27, 17]","[-21.1, -18.399, 9.6]",['4XBM']
511,Q9NYJ7,5,Miscellaneous,Ligand,Ligand;Delta,"[455, 61, 118, 368, 354]","[1249.6154079296714, 1549.284949838594, 1401.7675882798364, 1969.0405134526793, 1629.8900724598652]","[239, 421, 94, 0, 342]","[593, 703, 113, 10, 233]","[10.8, 15.1, -14.499, 3.69999, -1.9]",[]
512,Q9NR61,6,Miscellaneous,Ligand,Ligand;Delta,"[60, 188, 517, 254, 428, 354]","[2863.292729116816, 926.2334349522093, 1126.9079016880135, 1507.0183113430476, 1486.5316365831377, 1018.7155231333022]","[3, 17, 2, 524, 0, 77]","[56, 32, 91, 1156, 15, 1071]","[16.9, -9.1, 17.6999, -6.5, -0.1, 5.9]",['5MVX']
513,P28067,1,Miscellaneous,Ligand,Ligand;MHC,[177],[4468.61477132372],[496],[465],[12.4],"['1HDM', '2BC4', '4FQX', '4GBX']"
514,P28068,1,Miscellaneous,Ligand,Ligand;MHC,[27],[3115.978395412997],[1517],[2628],[21.3],"['1HDM', '2BC4', '4FQX', '4GBX', '4I0P']"
515,Q8NFT8,4,Unclassified,Unclassified,Unclassified,"[489, 431, 384, 296]","[2898.6829642849784, 929.4814926901709, 1907.6093840683448, 4176.818409670545]","[123, 284, 233, 0]","[520, 2616, 277, 3]","[-1.9999, 1.59999, 20.4, 36.5]",[]
516,P06340,3,Miscellaneous,Ligand,Ligand;MHC,"[161, 40, 11]","[2803.1791293922665, 2480.1419559048086, 1050.0302205725845]","[994, 318, 11]","[837, 843, 67]","[13.3, -2.9, 27.5]",['4I0P']
517,P13765,1,Miscellaneous,Ligand,Ligand;MHC,[39],[2784.3396575952947],[93],[360],[45.9],['4I0P']
518,Q1HG43,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],"['7D3E', '7D3F']"
519,P20036,3,Miscellaneous,Ligand,Ligand;MHC,"[19, 166, 42]","[2689.171507695382, 1206.8596893926217, 3606.1368564685563]","[1, 400, 123]","[90, 256, 226]","[34.8, 8.2, 2.3]","['3LQZ', '4P4K', '4P4R', '4P57', '4P5K', '4P5M', '7T2A', '7T2B', '7T2C', '7T2D']"
520,P04440,2,Miscellaneous,Ligand,Ligand;MHC,"[180, 18]","[4900.144907848177, 1231.493460380742]","[1, 1]","[28, 51]","[9.59999, 21.0]","['3LQZ', '4P4K', '4P4R', '4P57', '4P5K', '4P5M', '7T2A', '7T2B', '7T2C', '7T2D']"
521,P16444,1,Enzymes,Hydrolases,3.4.13,[156],[3270.3572280377607],[348],[809],[-11.499],"['1ITQ', '1ITU']"
522,Q9H4A9,1,Enzymes,Hydrolases,3.4.13,[199],[3652.1185252397086],[99],[255],[-29.4],[]
523,Q9H4B8,3,Enzymes,Hydrolases,3.4.13,"[22, 326, 161]","[2265.8475214628584, 1388.0277746317197, 1872.3242565062483]","[0, 0, 779]","[19, 1, 1146]","[26.2, -0.5, -2.5]","['6VGO', '6VGR']"
524,Q8N608,1,Unclassified,Unclassified,Unclassified,[725],[2702.822697402592],[1278],[1551],[-10.7],['4WJL']
525,P27487,2,Unmatched,Unmatched,Unmatched,"[322, 717]","[1396.984998278427, 2022.7497244497733]","[165, 546]","[403, 1386]","[-5.0, -7.7999]","['1J2E', '1N1M', '1NU6', '1NU8', '1PFQ', '1R9M', '1R9N', '1RWQ', '1TK3', '1TKR', '1U8E', '1W1I', '1WCY', '1X70', '2AJL', '2BGN', '2BGR', '2BUB', '2FJP', '2G5P', '2G5T', '2G63', '2HHA', '2I03', '2I78', '2IIT', '2IIV', '2JID', '2OAG', '2OGZ', '2OLE', '2ONC', '2OPH', '2OQI', '2OQV', '2P8S', '2QJR', '2QKY', '2QOE', '2QT9', '2QTB', '2RGU', '2RIP', '3BJM', '3C43', '3C45', '3CCB', '3CCC', '3D4L', '3EIO', '3F8S', '3G0B', '3G0C', '3G0D', '3G0G', '3H0C', '3HAB', '3HAC', '3KWF', '3KWJ', '3NOX', '3O95', '3O9V', '3OC0', '3OPM', '3Q0T', '3Q8W', '3QBJ', '3SWW', '3SX4', '3VJK', '3VJL', '3VJM', '3W2T', '3WQH', '4A5S', '4DSA', '4DSZ', '4DTC', '4G1F', '4J3J', '4JH0', '4KR0', '4L72', '4LKO', '4N8D', '4N8E', '4PNZ', '4PV7', '4QZV', '5I7U', '5ISM', '5J3J', '5KBY', '5T4B', '5T4E', '5T4F', '5T4H', '5Y7H', '5Y7J', '5Y7K', '5ZID', '6B1E', '6B1O']"
526,P42658,1,Unclassified,Unclassified,Unclassified,[818],[2817.363226297753],[638],[765],[-10.9],"['1XFD', '7E87', '7E89', '7E8B', '7E8E', '7E8G', '7E8H']"
527,P01909,0,Miscellaneous,Ligand,Ligand;MHC,[],[],[],[],[],"['1JK8', '1S9V', '1UVQ', '2NNA', '4GG6', '4OZF', '4OZG', '4OZH', '4OZI', '5KSA', '5KSB', '5KSU', '5KSV', '6MFF', '6MFG', '6U3M', '6U3N', '6XP6', '7SG0', '7SG1', '7SG2']"
528,P01906,1,Miscellaneous,Ligand,Ligand;MHC,[163],[4890.783737442369],[159],[158],[-3.2],[]
529,P01920,1,Miscellaneous,Ligand,Ligand;MHC,[185],[4626.082254948098],[17],[152],[18.2],"['1JK8', '1S9V', '1UVQ', '2NNA', '4GG6', '4OZF', '4OZG', '4OZH', '4OZI']"
530,P05538,2,Unclassified,Unclassified,Unclassified,"[191, 45]","[1067.5944384627658, 3449.9496688132535]","[348, 553]","[808, 359]","[20.5, -0.7]",[]
531,P01903,1,Miscellaneous,Ligand,Ligand;MHC,[162],[4704.785356535641],[130],[228],[-7.5],"['1A6A', '1AQD', '1BX2', '1D5M', '1D5X', '1D5Z', '1D6E', '1DLH', '1FV1', '1FYT', '1H15', '1HQR', '1HXY', '1J8H', '1JWM', '1JWS', '1JWU', '1KG0', '1KLG', '1KLU', '1LO5', '1PYW', '1R5I', '1SEB', '1SJE', '1SJH', '1T5W', '1T5X', '1YMM', '1ZGL', '2FSE', '2G9H', '2IAM', '2IAN', '2ICW', '2IPK', '2OJE', '2Q6W', '2SEB', '2WBJ', '2XN9', '3C5J', '3L6F', '3O6F', '3PDO', '3PGC', '3PGD', '3QXA', '3QXD', '3S4S', '3S5L', '3T0E', '4AEN', '4AH2', '4C56', '4E41', '4FQX', '4GBX', '4H1L', '4H25', '4H26', '4I5B', '4IS6', '4MCY', '4MCZ', '4MD0', '4MD4', '4MD5', '4MDI', '4MDJ', '4OV5', '4X5W', '4X5X', '4Y19', '4Y1A', '5JLZ', '5LAX', '5NI9', '5NIG', '5V4M', '5V4N', '6ATF', '6ATI', '6ATZ', '6BIJ', '6BIL', '6BIN', '6BIR', '6BIV', '6BIX', '6BIY', '6BIZ', '6CPL', '6CPN', '6CPO', '6CQJ', '6CQL', '6CQN', '6CQQ', '6CQR', '6NIX', '6QZA', '6QZC', '6QZD', '6R0E', '6V0Y', '6V13', '6V15', '6V18', '6V19', '6V1A', '7N19', '7NZE', '7O00', '7YX9', '7YXB', '7Z0Q']"
532,P79483,1,Miscellaneous,Ligand,Ligand;MHC,[178],[4712.882326786586],[1857],[2491],[-12.9],"['2Q6W', '3C5J', '4H1L']"
533,P13762,2,Miscellaneous,Ligand,Ligand;MHC,"[187, 43]","[810.9282579192042, 3629.5291165820927]","[1071, 10151]","[2646, 11219]","[12.3, -6.4]",[]
534,Q30154,3,Miscellaneous,Ligand,Ligand;MHC,"[187, 43, 19]","[1001.8071611909262, 3717.650208738868, 1581.9235764782504]","[1731, 5224, 23]","[1732, 12539, 316]","[-1.6, -32.999, 16.0]","['1FV1', '1H15', '1HQR', '1ZGL']"
535,P21728,1,Receptors,GPCR,GPCR;Rhodopsin,[86],[845.407237292352],[420],[1487],[18.9],"['7CKW', '7CKX', '7CKY', '7CKZ', '7CRH', '7F0T', '7F1O', '7F1Z', '7F23', '7F24', '7JOZ', '7JV5', '7JVP', '7JVQ', '7LJC', '7LJD', '7X2C', '7X2D', '7X2F']"
536,P14416,1,Receptors,GPCR,GPCR;Rhodopsin,[133],[1225.0642491928124],[388],[939],[25.1],"['5AER', '6CM4', '6LUQ', '6VMS', '7DFP', '7JVR']"
537,P35462,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['3PBL', '7CMU', '7CMV']"
538,P21917,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['5WIU', '5WIV']"
539,P21918,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],[]
540,Q08554,3,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;CadherinOther,"[654, 239, 212]","[987.8703192628066, 3232.155655295583, 2035.8848784748095]","[3, 193, 1]","[36, 629, 5]","[-12.699, -30.7, -6.3]",['5IRY']
541,Q02487,3,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;CadherinOther,"[597, 348, 144]","[1067.9085977281245, 2155.500243058352, 3774.311547202974]","[135, 18, 0]","[515, 1330, 0]","[-11.399, -0.2, 0.49999]","['5ERP', '5J5J', '7A7D']"
542,Q14574,4,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;CadherinOther,"[595, 252, 159, 336]","[1644.6266630363432, 1433.3784099155403, 1226.3901176479108, 1324.5402595375915]","[52, 0, 29, 16]","[1552, 0, 429, 142]","[-0.3999, 20.0, 2.09999, 1.09999]",[]
543,O60469,11,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[837, 945, 713, 45, 1460, 1468, 1211, 1119, 619, 560, 1225]","[1061.0310308479047, 561.0314338422386, 2302.053019317174, 1849.5991000179197, 1191.9518626239758, 749.3768947419546, 3194.9237099156226, 841.8337726116297, 2056.399284577279, 771.6261581209059, 1539.6753609025857]","[647, 49, 1, 28, 12, 0, 183, 14, 0, 68, 23]","[714, 131, 1, 228, 84, 0, 122, 14, 10, 417, 403]","[13.3999, 21.8, 28.3, 21.8, 5.7, 0.1, 6.09999, 6.59999, 7.49999, -18.9, -9.3]",['6ZR7']
544,Q8TD84,12,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;IG_AdhesionProteins,"[750, 203, 254, 1514, 372, 489, 430, 67, 1185, 1463, 560, 506]","[3039.907444262934, 2571.0094206023346, 1199.7775311389737, 1680.5020997365602, 2014.6343312789445, 533.2832197666705, 986.7166566272382, 920.3623412739728, 5299.353098029474, 1973.7864515397966, 1089.2343880072988, 704.6456574171195]","[27, 32, 0, 60, 692, 667, 66, 22, 33, 0, 5, 0]","[230, 477, 51, 507, 1420, 2613, 250, 293, 211, 8, 86, 0]","[-4.4408, 18.8, -15.1, 4.69999, 11.0999, -2.3, 9.89999, 5.19999, 34.5, 2.29999, -2.3, 11.7]",['1VA9']
545,Q02413,4,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;CadherinOther,"[308, 266, 145, 12]","[837.2627553006566, 1505.7455784673987, 2778.9908052143483, 1846.078383065702]","[201, 77, 142, 1]","[603, 186, 397, 12]","[16.3, -26.7, 0.0, 39.3]",[]
546,Q14126,5,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;CadherinOther,"[513, 413, 772, 269, 212]","[1076.8060923293194, 2839.6247069814676, 693.7792374942029, 1678.8143663498809, 1335.8026752752385]","[4, 112, 2, 14, 862]","[153, 3415, 43, 58, 1824]","[-5.2, -0.6, 1.09999, -0.5999, 3.6]","['2YQG', '5ERD', '5J5J', '6QNT', '6QNU', '6SIT', '7A7D', '7AGF', '7AGG']"
547,P32926,6,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;CadherinOther,"[427, 305, 264, 789, 211, 143]","[1194.4488470071624, 1729.7108822946498, 1342.8272376635705, 861.3618737612495, 758.6125953670914, 2190.2755405533944]","[67, 1166, 1106, 0, 211, 15]","[402, 2114, 2600, 24, 916, 112]","[5.29999, -12.4, -10.0, 6.5, 0.09999, 13.9999]",['5EQX']
548,Q86SJ6,8,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;CadherinOther,"[584, 465, 350, 266, 211, 13, 143, 96]","[1149.000861136175, 1022.8141379934023, 1061.791412625357, 1169.1340097598195, 629.3416815105722, 1288.4158225307574, 1866.1702255637163, 1053.5664515625976]","[1, 37, 210, 64, 1, 10, 0, 839]","[389, 57, 337, 83, 21, 98, 0, 934]","[6.0, 3.0, -1.8, -6.6, 2.29999, 34.2, -3.6, 16.9]",[]
549,Q9NRD9,1,Enzymes,Oxidoreductases,1.6.3,[1125],[4686.627920625253],[0],[1],[-36.4],"['7D3E', '7D3F']"
550,Q9NRD8,3,Enzymes,Oxidoreductases,1.6.3,"[884, 1118, 1076]","[1141.570024883073, 4641.006565381902, 1068.2208177387593]","[0, 0, 18]","[0, 0, 409]","[23.9, -16.8, 26.6]",[]
551,Q8N1N2,1,Unclassified,Unclassified,Unclassified,[32],[1614.6789462523175],[0],[8],[-6.3],[]
552,P43003,1,Transporters,SLC,SLC;Other;SLC1,[41],[1602.8120648170632],[1],[5],[8.6],"['5LLM', '5LLU', '5LM4', '5MJU', '7NPW']"
553,P43004,1,Transporters,SLC,SLC;Other;SLC1,[429],[1873.8314452780817],[235],[1481],[75.1999],"['7VR7', '7VR8', '7XR4', '7XR6']"
554,P43005,0,Transporters,SLC,SLC;Other;SLC1,[],[],[],[],[],"['6S3Q', '6X2L', '6X2Z', '6X3E', '6X3F', '7NSG']"
555,P48664,0,Transporters,SLC,SLC;Other;SLC1,[],[],[],[],[],[]
556,O00341,0,Transporters,SLC,SLC;Other;SLC1,[],[],[],[],[],[]
557,Q15125,0,Enzymes,Isomerases,5.3.3,[],[],[],[],[],"['6OHT', '6OHU']"
558,P42892,3,Enzymes,Hydrolases,3.4.24,"[536, 445, 696]","[892.931001420378, 967.1926279125397, 1053.5106010265335]","[11, 0, 5]","[12, 0, 708]","[4.5, -0.3, 8.9]",['3DWB']
559,Q19T08,0,Unmatched,Unmatched,Unmatched,[],[],[],[],[],[]
560,Q9UNE0,1,Receptors,Other_receptors,Other_receptors;TNFNGF,[399],[3264.3160617201916],[10],[57],[-10.899],['7X9G']
561,Q92838,1,Unclassified,Unclassified,Unclassified,[304],[3132.3241795598133],[52],[245],[6.9],"['1RJ7', '1RJ8', '7X9G']"
562,P25101,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],['8HCQ']
563,P24530,0,Receptors,GPCR,GPCR;Rhodopsin,[],[],[],[],[],"['5GLH', '5GLI', '5X93', '5XPR', '6IGK', '6IGL', '6LRY', '8HBD', '8HCX']"
564,P60507,4,Miscellaneous,Other,Other;HERV1,"[265, 262, 176, 82]","[3261.6598645241284, 1724.6953878008353, 1178.0912334065265, 915.1222810830687]","[83, 32, 34, 0]","[1158, 471, 255, 209]","[12.3999, 24.4, 6.69999, -2.1]",[]
565,P20827,2,Unclassified,Unclassified,Unclassified,"[6, 104]","[1980.4443008597377, 2956.8035919292256]","[0, 10]","[0, 228]","[37.6999, -51.6]","['3CZU', '3HEI', '3MBW']"
566,O43921,3,Unclassified,Unclassified,Unclassified,"[140, 15, 40]","[2063.785905822664, 1151.6770326558997, 811.7753243828387]","[105, 0, 86]","[247, 7, 553]","[-33.699, 21.2, -33.699]",['2WO3']
567,P52797,3,Unclassified,Unclassified,Unclassified,"[228, 36, 107]","[1003.6734999377253, 721.5908651992601, 2160.3365504156277]","[1, 36, 0]","[51, 571, 65]","[24.7, -10.899, -26.599]",[]
568,P52798,2,Unclassified,Unclassified,Unclassified,"[191, 96]","[3593.1837984621443, 1294.4438019162008]","[0, 178]","[10, 1984]","[73.7999, 4.99999]",[]
569,P52803,2,Unclassified,Unclassified,Unclassified,"[128, 10]","[1751.1301446515408, 3675.915313888762]","[62, 89]","[175, 379]","[-13.8, 75.9999]","['2X11', '3MX0', '4BK5', '4BKA', '4L0P', '4M4R']"
570,P98172,1,Miscellaneous,Ligand,Ligand;EphB,[98],[1597.7779534778942],[0],[1],[12.7999],['6THG']
571,P52799,2,Miscellaneous,Ligand,Ligand;EphB,"[124, 50]","[1363.2033749041873, 1216.2067032389411]","[0, 608]","[1, 2842]","[-1.6, 13.5999]","['2HLE', '2I85', '2VSK', '2VSM', '2WO2', '3GXU', '4UF7', '6P7Y', '6PDL']"
572,Q15768,3,Miscellaneous,Ligand,Ligand;EphB,"[48, 112, 85]","[2041.0941045155955, 1283.6312932746234, 914.9481360088143]","[20, 0, 1]","[598, 12, 35]","[-12.299, -4.5, -17.6]",['4BKF']
573,P00533,8,Receptors,Kinase,Kinase;EGFR,"[743, 948, 599, 178, 764, 69, 549, 372]","[1523.9336546024315, 1519.3868779755142, 1973.2095232592765, 757.3518858707341, 1599.8004022300106, 700.2842735418583, 1367.2416789423569, 1257.0014473986387]","[1, 241, 422, 3, 11, 203, 33, 42]","[878, 16361, 1199, 1288, 168, 3769, 4065, 26660]","[6.7, -22.3, 4.89999, -2.6, 11.0, 4.49999, 5.4, 6.69999]","['1IVO', '1M14', '1M17', '1MOX', '1NQL', '1XKK', '1YY9', '1Z9I', '2EB2', '2EB3', '2GS2', '2GS6', '2GS7', '2ITN', '2ITO', '2ITP', '2ITQ', '2ITT', '2ITU', '2ITV', '2ITW', '2ITX', '2ITY', '2ITZ', '2J5E', '2J5F', '2J6M', '2JIT', '2JIU', '2JIV', '2KS1', '2M0B', '2M20', '2N5S', '2RF9', '2RFD', '2RFE', '2RGP', '3B2U', '3B2V', '3BEL', '3BUO', '3C09', '3G5V', '3G5Y', '3GOP', '3GT8', '3IKA', '3LZB', '3NJP', '3OB2', '3OP0', '3P0Y', '3PFV', '3POZ', '3QWQ', '3UG1', '3UG2', '3VJN', '3VJO', '3VRP', '3VRR', '3W2O', '3W2P', '3W2Q', '3W2R', '3W2S', '3W32', '3W33', '4G5J', '4G5P', '4HJO', '4I1Z', '4I20', '4I21', '4I22', '4I23', '4I24', '4JQ7', '4JQ8', '4JR3', '4JRV', '4KRL', '4KRM', '4KRO', '4KRP', '4LI5', '4LL0', '4LQM', '4LRM', '4R3P', '4R3R', '4R5S', '4RIW', '4RIX', '4RIY', '4RJ4', '4RJ5', '4RJ6', '4RJ7', '4RJ8', '4TKS', '4UIP', '4UV7', '4WD5', '4WKQ', '4WRG', '4ZAU', '4ZJV', '4ZSE', '5C8K', '5C8M', '5C8N', '5CAL', '5CAN', '5CAO', '5CAP', '5CAQ', '5CAS', '5CAU', '5CAV', '5CNN', '5CNO', '5CZH', '5CZI', '5D41', '5EDP', '5EDQ', '5EDR', '5EM5', '5EM6', '5EM7', '5EM8', '5FED', '5FEE', '5FEQ', '5GMP', '5GNK', '5GTY', '5GTZ', '5HCX', '5HCY', '5HCZ', '5HG5', '5HG7', '5HG8', '5HG9', '5HIB', '5HIC', '5J9Y', '5J9Z', '5JEB', '5LV6', '5SX4', '5SX5', '5U8L', '5UG8', '5UG9', '5UGA', '5UGB', '5UGC', '5UWD', '5WB7', '5WB8', '5X26', '5X27', '5X28', '5X2A', '5X2C', '5X2F', '5X2K', '5XDK', '5XDL', '5XGM', '5XGN', '5XWD', '5Y25', '5Y9T', '5YU9', '5ZTO', '5ZWJ', '6ARU', '6B3S', '6D8E', '6DUK', '6JRJ', '6JRK', '6JRX', '6JWL', '6JX0', '6JX4', '6JXT', '6JZ0', '6LUB', '6LUD', '6P1D', '6P1L', '6P8Q', '6S89', '6S8A', '6S9B', '6S9C', '6S9D', '6TFU', '6TFV', '6TFW', '6TFY', '6TFZ', '6TG0', '6TG1', '6V5N', '6V5P', '6V66', '6V6K', '6V6O', '6VH4', '6VHN', '6VHP', '6WA2', '6WAK', '6WXN', '6XL4', '6Z4B', '6Z4D', '7A2A', '7A6I', '7A6J', '7A6K', '7AEI', '7AEM', '7B85', '7ER2', '7JXI', '7JXK', '7JXL', '7JXM', '7JXP', '7JXQ', '7JXW', '7K1H', '7K1I', '7KXZ', '7KY0', '7LEN', '7LFR', '7LFS', '7LG8', '7LGS', '7LTX', '7OM4', '7OXB', '7SI1', '7SYD', '7SYE', '7SZ0', '7SZ1', '7SZ5', '7SZ7', '7T4I', '7T4J', '7TVD', '7U98', '7U99', '7U9A', '7UKV', '7UKW', '7VRA', '7VRE', '8A27', '8A2A', '8A2B', '8A2D', '8D73', '8D76', '8HGO', '8HGP', '8HGS']"
574,P01133,6,Receptors,Other_receptors,Other_receptors;LDLR,"[688, 737, 894, 157, 380, 1003]","[1954.503278261874, 3157.33455381542, 1455.9282577767794, 1406.4904492357334, 1660.59235325717, 1421.935061712103]","[3, 141, 217, 38, 213, 44]","[18, 84, 432, 659, 1083, 51]","[-32.1, -12.8, -7.3, 11.4, 27.5, 15.5]","['1IVO', '1JL9', '1NQL', '1P9J', '2KV4', '3NJP', '7OM4', '7SYD', '7SYE', '7SZ0', '7SZ1', '8HGO', '8HGS']"
575,P17813,3,Unclassified,Unclassified,Unclassified,"[279, 156, 534]","[1438.0770301873818, 1234.837317302091, 1093.7542089935466]","[49, 60, 1293]","[51, 184, 2384]","[2.29999, 10.7, 10.6]","['5HZV', '5HZW', '5I04']"
576,P0C7U0,3,Miscellaneous,Other,Other;LRRC,"[114, 568, 395]","[6399.702130564421, 1098.5274905722783, 2238.737128266158]","[0, 0, 47]","[0, 11, 878]","[-75.1, 23.6, 1.69999]",[]
577,Q6PCB8,2,Unclassified,Unclassified,Unclassified,"[262, 190]","[3892.112545066332, 1865.0322708914157]","[25, 355]","[47, 1382]","[56.0999, -0.6]",['7YR5']
578,P54849,0,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;EMP-PMP22-LIM,[],[],[],[],[],[]
579,P54851,1,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;EMP-PMP22-LIM,[140],[655.212115236467],[69],[646],[11.3999],[]
580,P54852,0,Miscellaneous,StructuralAndAdhesion,StructuralAndAdhesion;EMP-PMP22-LIM,[],[],[],[],[],[]
581,Q902F9,3,Miscellaneous,Other,Other;HERV3,"[80, 109, 176]","[1830.5540672201575, 3502.81704933447, 1122.3204007118827]","[0, 6, 0]","[0, 14, 0]","[22.3, -8.1, -9.7]",[]
582,Q9N2K0,3,Miscellaneous,Other,Other;HERV1,"[421, 153, 305]","[1267.9582365917145, 2690.5373247978046, 1895.7960260634848]","[5, 1872, 0]","[6, 391, 27]","[31.2999, 9.99999, 14.2999]",[]
583,Q9N2J8,2,Miscellaneous,Other,Other;HERV1,"[164, 350]","[2031.02452435895, 1325.827924674618]","[0, 4]","[2, 12]","[20.8, 2.49999]",[]
584,Q9NX77,1,Miscellaneous,Other,Other;HERV2,[250],[9960.943882683929],[599],[1102],[47.6999],[]
585,O42043,3,Miscellaneous,Other,Other;HERV2,"[341, 322, 159]","[978.5843919403069, 4232.039075799865, 2484.6303609645215]","[0, 0, 30]","[0, 4, 128]","[19.9, -3.0, -16.7]",[]
586,O71037,3,Miscellaneous,Other,Other;HERV3,"[79, 109, 175]","[1375.8143483772085, 3783.1281748821602, 1872.3748710545565]","[0, 0, 0]","[0, 0, 0]","[35.8, -5.6, -0.3999]",[]
587,P61565,4,Miscellaneous,Other,Other;HERV3,"[79, 108, 194, 177]","[2098.467343389043, 3729.2035126851815, 1398.3190116033682, 841.5496717944998]","[0, 93, 21, 0]","[0, 186, 136, 0]","[23.9, -9.8, 37.7, -9.5999]",[]
588,P61566,2,Miscellaneous,Other,Other;HERV2,"[320, 67]","[6269.775942536516, 608.039356213564]","[287, 1]","[274, 11]","[-14.8, -7.5]",[]
589,P61570,3,Miscellaneous,Other,Other;HERV3,"[80, 429, 241]","[1691.511830583612, 3435.9261421989518, 806.0324154418875]","[38, 8, 31]","[229, 8, 1765]","[26.5, 5.6, 31.1]",[]
590,Q69384,4,Miscellaneous,Other,Other;HERV3,"[80, 429, 241, 178]","[1889.1063729660634, 3505.2601224363148, 953.5939920083623, 1062.199431819379]","[0, 11, 125, 695]","[0, 8, 2674, 3171]","[20.7, 8.0, 30.8, -13.7]",[]
591,P61567,3,Enzymes,Hydrolases,3.1.26.4/2.7.7.49,"[341, 322, 130]","[739.1671064687326, 4068.043285071141, 1193.4004859031313]","[1, 514, 161]","[5, 236, 550]","[17.4, 15.7, 26.8]",[]
592,Q902F8,4,Miscellaneous,Other,Other;HERV3,"[80, 112, 177, 241]","[2032.961258052247, 2509.22282582701, 924.2146707840694, 1352.9763272639177]","[0, 0, 0, 93]","[0, 0, 0, 2313]","[25.5, 14.2, -8.7999, 22.9]",[]
593,Q9UKH3,4,Miscellaneous,Other,Other;HERV3,"[80, 110, 176, 240]","[1735.0000056300828, 3825.3694091408156, 994.892748470942, 1274.2776859622413]","[0, 10, 0, 13]","[0, 12, 2, 14]","[18.5, 14.0, -7.6, 34.4]",[]
594,P22413,2,Enzymes,Hydrolases,3.1.4.1/3.6.1.9,"[222, 338]","[2374.6713213558455, 1081.6720702838797]","[10, 12]","[80, 188]","[-13.3, -9.5]","['2YS0', '6WET', '6WEU', '6WEV', '6WEW', '6WFJ']"
595,Q9Y6X5,1,Enzymes,Hydrolases,3.1.4,[265],[1084.971712197511],[40],[552],[-23.499],"['4LQY', '4LR2']"
596,Q9UJA9,2,Enzymes,Hydrolases,3.1.4,"[86, 193]","[1784.897805391766, 801.7771088000527]","[71, 36]","[536, 593]","[-44.0, 9.7]",['5VEM']
597,Q6UWR7,2,Unmatched,Unmatched,Unmatched,"[163, 121]","[2534.6167846671115, 689.6769380501264]","[446, 206]","[1669, 932]","[-33.3, -8.0]",[]
598,P98073,5,Enzymes,Hydrolases,3.4.21,"[496, 316, 487, 617, 677]","[1540.389006641179, 3249.08631866729, 723.8109240077968, 2097.5302955061943, 1814.3568299852332]","[1, 823, 0, 5, 68]","[0, 3236, 0, 8, 425]","[-20.699, 12.8, 7.59999, -6.6, 12.7999]","['4DGJ', '6ZOV', '7WQX']"
599,P49961,1,Enzymes,Hydrolases,3.6.1,[253],[2039.8512361627038],[53],[1140],[-15.7],[]
600,O75355,1,Enzymes,Hydrolases,3.6.1,[144],[705.518903819534],[538],[1797],[1.19999],[]
601,P61550,2,Miscellaneous,Other,Other;HERV1,"[507, 203]","[2153.134352294537, 4392.18544590058]","[5, 2]","[24, 18]","[26.7, 35.4]",[]
602,P16422,1,Unclassified,Unclassified,Unclassified,[250],[2769.566802955469],[71],[2992],[-13.999],"['4MZV', '6I07']"
603,Q9UNN8,2,Unclassified,Unclassified,Unclassified,"[89, 47]","[1714.2090618039088, 1034.735318560941]","[17, 65]","[5, 173]","[52.1999, 11.3]","['1L8J', '1LQV', '3JTC', '4V3D', '4V3E', '6SNY', '7OKS', '7OKT', '7OKU', '7OKV', '7Q5D']"
604,Q6UW88,0,Unclassified,Unclassified,Unclassified,[],[],[],[],[],['5WB8']
