acc,pdb
P23468,6X3A
P10586,1LAR
P10586,2DJU
P10586,2DN7
P10586,2EDX
P10586,2EDY
P10586,2YD5
P10586,2YD8
P10586,4N5U
P10586,6KR4
P10586,6TPT
P10586,6TPU
P10586,6TPV
P10586,6TPW
P23470,2H4V
P23470,2HY3
P23470,2NLK
P23470,2PBN
P23470,3JXH
P23470,3QCB
P23470,3QCC
P23470,3QCD
P23470,3QCE
P23470,3QCF
P23470,3QCG
P23470,3QCH
P23470,3QCI
P23470,3QCJ
P23470,3QCK
P23470,3QCL
P23470,3QCM
P23470,3QCN
P23470,5E5R
Q9HD43,7XC0
Q12913,2CFV
Q12913,2DLE
Q12913,2NZ6
Q12913,7U01
Q12913,7U08
Q15262,2C7S
Q15262,8A1F
P28827,1RPM
P28827,2C9A
P28827,2V5Y
P28827,8A16
P28827,8A17
Q16849,2I1Y
Q16849,2QT7
Q16849,3N01
Q16849,3N4W
Q16849,3NG8
Q16849,3NP5
Q16827,2G59
Q16827,2GJT
Q9UMZ3,4IKC
Q15256,2A8B
Q13332,2FH7
Q13332,2YD2
Q13332,2YD3
Q13332,2YD9
Q13332,4BPC
Q13332,4PBX
O14522,2OOQ
Q92729,6SUB
Q92729,6SUC
P23471,3JXF
P23471,3S97
P23471,5AWX
P23471,5H08
P15151,1DGI
P15151,1NN8
P15151,3EPC
P15151,3EPD
P15151,3EPF
P15151,3J8F
P15151,3J9F
P15151,3UDW
P15151,3URO
P15151,4FQP
P15151,6ARQ
P15151,6ISC
P15151,6O3O
O00391,3LLI
O00391,3LLK
O00391,3Q6O
O00391,4IJ3
Q15109,2E5E
Q15109,2ENS
Q15109,2L7U
Q15109,2LE9
Q15109,2LMB
Q15109,2M1K
Q15109,2MJW
Q15109,2MOV
Q15109,3CJJ
Q15109,3O3U
Q15109,4LP4
Q15109,4LP5
Q15109,4OF5
Q15109,4OFV
Q15109,4OI7
Q15109,4OI8
Q15109,4P2Y
Q15109,4XYN
Q15109,4YBH
Q15109,5D7F
Q15109,6VXG
Q15109,6XQ1
Q15109,6XQ3
Q15109,6XQ5
Q15109,6XQ6
Q15109,6XQ7
Q15109,6XQ8
Q15109,6XQ9
Q15109,7LML
Q15109,7LMW
O60895,2XVT
O60895,3AQE
O60895,3AQF
O60895,4RWF
O60895,6UUN
O60895,6V2E
O60895,7TYH
O60895,7TYX
O60895,7TYY
O60896,6UUS
O60896,6UVA
O60896,7TZF
P07949,2IVS
P07949,2IVT
P07949,2IVU
P07949,2IVV
P07949,2X2K
P07949,2X2L
P07949,2X2M
P07949,2X2U
P07949,4CKI
P07949,4CKJ
P07949,4UX8
P07949,5AMN
P07949,5FM2
P07949,5FM3
P07949,6FEK
P07949,6GL7
P07949,6I82
P07949,6I83
P07949,6NE7
P07949,6NEC
P07949,6NJA
P07949,6Q2J
P07949,6Q2N
P07949,6Q2O
P07949,6Q2R
P07949,6Q2S
P07949,6VHG
P07949,7DU8
P07949,7DU9
P07949,7DUA
P07949,7JU5
P07949,7JU6
P07949,7NZN
P07949,7RUN
Q96B86,4UHY
Q96B86,6Z3G
Q6NW40,4BQ6
Q6NW40,4BQ7
Q6NW40,4BQ8
Q6NW40,4UHZ
Q6NW40,4UI0
Q6NW40,4UI2
Q6NW40,6Z3H
Q6NW40,6Z3J
Q6NW40,6Z3M
Q6ZVN8,4UI1
Q6ZVN8,6Z3L
Q02094,7UZQ
Q02094,7V0K
Q02094,7V0S
Q02094,8CRT
Q02094,8CS9
Q02094,8CSL
Q02094,8CSX
Q02094,8CTE
Q9UBD6,3HD6
Q8TDU9,7YJ4
Q8TDU9,7YK6
Q8TDU9,7YK7
Q8TEB7,3ICU
O43567,5ZBU
O43567,5ZC4
Q68DV7,4KNG
Q9Y6N7,2EO9
Q9Y6N7,2V9Q
Q9Y6N7,2V9R
Q9Y6N7,2V9T
Q9Y6N7,3WIH
Q9Y6N7,4HLJ
Q9Y6N7,5O5G
Q9Y6N7,5O5I
Q9Y6N7,5OPE
Q9Y6N7,6A77
Q9Y6N7,6A78
Q9Y6N7,6A79
Q9HCK4,1UEM
Q9HCK4,1UJT
Q9HCK4,2EDJ
Q9HCK4,5NOI
Q9HCK4,6I9S
Q9HCK4,6IAA
Q96MS0,6POG
Q96MS0,6POK
Q96MS0,6POL
Q04912,3PLS
Q04912,4FWW
Q04912,4QT8
Q01973,5Z55
Q01973,6BA5
Q01973,6BAN
Q01973,6TU9
Q01973,7TNG
Q01974,3ZZW
Q01974,4GT4
Q01974,6OSH
Q01974,6OSN
Q01974,6OSV
P08922,3ZBF
P08922,4UXL
P08922,7Z5W
P08922,7Z5X
P04843,6S7O
P04843,6S7T
P04843,8B6L
Q9BZR6,1OZN
Q9BZR6,1P8T
Q9HBX9,2JM4
Q9HBX9,2M7P
Q9HBX9,7TMW
Q8WXD0,2M96
P34925,6TUA
P55011,6PZT
P55011,7D10
P55011,7MXO
P55011,7N3N
P55011,7S1X
P55011,7S1Y
P55011,7S1Z
P55011,7SFL
P55011,7SMP
P55011,7ZGO
P55017,7Y6I
P55017,7YG0
P55017,7YG1
P55017,8FHT
Q9UP95,6KKR
Q9UP95,6KKT
Q9UP95,6KKU
Q9UP95,7AIP
Q9UP95,7AIQ
Q9UP95,7AIR
Q9UP95,7TTH
Q9UP95,7TTI
Q9H2X9,6M23
Q9H2X9,7D8Z
Q9UHW9,6M1Y
Q9UHW9,6M22
Q9UHW9,6Y5R
Q9UHW9,6Y5V
Q9UHW9,7AIN
Q9UHW9,7AIO
Q9UHW9,7D90
Q9UHW9,7NGB
Q9Y666,7D99
P46059,7PMW
P46059,7PMX
P46059,7PN1
Q16348,6EZI
Q16348,7PMY
Q9NRA2,8DWI
P41440,7TX6
P41440,7TX7
P41440,7XPZ
P41440,7XQ0
P41440,7XQ1
P41440,7XQ2
P41440,8DEP
P41440,8GOE
P41440,8GOF
P41440,8HII
P41440,8HIJ
P41440,8HIK
P21453,3V2W
P21453,3V2Y
P21453,7EO2
P21453,7EO4
P21453,7EVY
P21453,7EVZ
P21453,7EW0
P21453,7EW7
P21453,7TD3
P21453,7TD4
P21453,7VIE
P21453,7VIF
P21453,7VIG
P21453,7VIH
P21453,7WF7
O95136,7T6B
Q99500,7C4S
Q99500,7EW2
Q99500,7EW3
Q99500,7EW4
O95977,2DCO
Q9H228,7EW1
Q9H228,7YXA
O75751,7ZH0
O75751,7ZH6
O75751,7ZHA
P50443,7XLM
P58743,7LGU
P58743,7LGW
P58743,7LH2
P58743,7LH3
Q7LBE3,7CH1
Q9HAS3,6KSW
Q99808,6OB6
Q99808,6OB7
Q8NBW4,6WJ2
Q8NBW4,6WJ3
Q8NBW4,8DHB
Q9NP59,6W4S
Q9NP59,6WBV
Q9NP59,8BZY
Q9NP59,8C02
Q9NP59,8C03
Q9NP59,8DL6
Q9NP59,8DL7
Q9NP59,8DL8
Q9Y6R1,6CAA
Q2Y0W8,5JHO
Q695T7,6M17
Q695T7,6M18
Q695T7,6M1D
Q695T7,7DWX
Q695T7,7V61
Q9NP91,7Y75
Q9NP91,7Y76
P43007,7P4I
P13866,7SL8
P13866,7SLA
P13866,7WMV
P31639,7VSI
Q8N695,7SL9
P30531,7SK2
P31645,5I6X
P31645,5I6Z
P31645,5I71
P31645,5I73
P31645,5I74
P31645,5I75
P31645,6AWN
P31645,6AWO
P31645,6AWP
P31645,6AWQ
P31645,6DZV
P31645,6DZW
P31645,6DZY
P31645,6DZZ
P31645,6VRH
P31645,6VRK
P31645,6VRL
P31645,6W2B
P31645,6W2C
P31645,7LI6
P31645,7LI7
P31645,7LI8
P31645,7LI9
P31645,7LIA
P31645,7LWD
P31645,7MGW
P31645,7TXT
P48067,6ZBV
P48067,6ZPL
Q12770,6M49
Q12770,7ETW
Q6ZMJ2,7C00
P21583,1EXZ
P21583,1SCF
P21583,2E9W
P21583,8DFM
P21583,8DFP
P21583,8DFQ
P35498,7DTD
Q07699,6AGF
Q07699,6J8G
Q07699,6J8H
Q07699,6J8I
Q07699,6J8J
Q07699,7W77
Q07699,7W7F
Q07699,7W9K
Q07699,7W9L
Q07699,7W9M
Q07699,7W9P
Q07699,7W9T
Q07699,7XM9
Q07699,7XMF
Q07699,7XMG
Q07699,7XVE
Q07699,7XVF
Q07699,8FHD
Q07699,8GZ1
Q07699,8GZ2
Q99250,2KAV
Q99250,4JPZ
Q99250,4RLY
Q99250,6BUT
Q99250,6J8E
O60939,5FDY
O60939,5FEB
O60939,6J8E
O60939,6J8G
O60939,6J8H
O60939,6J8I
O60939,6J8J
O60939,6VRR
O60939,7W77
O60939,7W7F
O60939,7W9K
O60939,7W9L
O60939,7W9M
O60939,7W9P
O60939,7W9T
O60939,7XM9
O60939,7XMF
O60939,7XMG
O60939,7XVE
O60939,7XVF
O60939,8GZ1
O60939,8GZ2
Q9NY46,7W77
Q9NY46,7W7F
Q9NY72,4L1D
Q9NY72,7TJ8
Q9NY72,7TJ9
P35499,6AGF
P35499,6MBA
P35499,6MC9
Q8IWT1,4MZ2
Q8IWT1,4MZ3
Q8IWT1,5XAW
Q8IWT1,6VSV
Q8IWT1,7DTD
Q14524,2KBI
Q14524,2L53
Q14524,4DCK
Q14524,4DJC
Q14524,4JQ0
Q14524,4OVN
Q14524,5DBR
Q14524,6LQA
Q14524,6MUD
Q14524,7DTC
Q14524,7L83
Q01118,7TJ8
Q01118,7TJ9
Q9UQD0,8FHD
Q9UQD0,8GZ1
Q9UQD0,8GZ2
Q15858,5EK0
Q15858,6J8G
Q15858,6J8H
Q15858,6J8I
Q15858,6J8J
Q15858,6N4Q
Q15858,6N4R
Q15858,6NT3
Q15858,6NT4
Q15858,6VXO
Q15858,6W6O
Q15858,7K48
Q15858,7W9K
Q15858,7W9L
Q15858,7W9M
Q15858,7W9P
Q15858,7W9T
Q15858,7XM9
Q15858,7XMF
Q15858,7XMG
Q15858,7XVE
Q15858,7XVF
Q9Y5Y9,7WE4
Q9Y5Y9,7WEL
Q9Y5Y9,7WFR
Q9Y5Y9,7WFW
P37088,2M3O
P37088,6BQN
P37088,6WTH
P51168,6BQN
P51168,6WTH
P51170,6BQN
P51170,6WTH
Q14108,4F7B
Q14108,4Q4B
Q14108,4Q4F
Q14108,4TVZ
Q14108,4TW0
Q14108,4TW2
Q14108,5UPH
Q14108,5XBM
Q14108,6I2K
P47872,6WI9
P47872,6WZG
P47872,7D3S
P18827,4GVC
P18827,4GVD
P18827,6EJE
P34741,6ITH
Q58EX2,1WF5
Q58EX2,1WFN
Q58EX2,1WFO
Q58EX2,1WIS
Q14242,1G1S
Q9C0C4,6N5Z
Q92854,1OLZ
Q92854,3OL2
Q9H2E6,6WTS
O75326,3NVQ
Q12884,1Z68
Q12884,6Y0F
Q13530,7RU6
Q13530,7RUG
P78324,2JJS
P78324,2JJT
P78324,2UV3
P78324,2WNG
P78324,4CMM
P78324,6BIT
P78324,6NMR
P78324,6NMS
P78324,6NMT
P78324,6NMU
P78324,6NMV
P78324,7KPG
O15389,2ZG1
O15389,2ZG2
O15389,2ZG3
Q9Y286,1NKO
Q9Y286,1O7S
Q9Y286,1O7V
Q9Y286,2DF3
Q9Y286,2G5R
Q9Y286,2HRL
Q9NYZ4,2N7A
Q9NYZ4,2N7B
Q9NYZ4,7QU6
Q9NYZ4,7QUI
O00241,2D9C
O00241,2JJU
Q5TFQ8,2JJV
Q9P1W8,2JJW
Q9P1W8,4I2X
P19634,1Y4E
P19634,2BEC
P19634,2E30
P19634,2HTG
P19634,2KBV
P19634,2L0E
P19634,2MDF
P19634,2YGG
P19634,6BJF
P19634,6NUC
P19634,6NUF
P19634,6NUU
P19634,6ZBI
P19634,7DSV
P19634,7DSW
P19634,7DSX
P48764,7X2U
Q13291,1D4T
Q13291,1D4W
Q13291,1I3Z
Q13291,1KA6
Q13291,1KA7
Q13291,1M27
Q9UIB8,2PKD
Q96DU3,2IF7
Q07837,6LI9
Q07837,6LID
Q07837,6YUP
Q07837,6YUZ
Q96PX8,4RCA
Q96PX8,4RCW
Q99835,4JKV
Q99835,4N4W
Q99835,4O9R
Q99835,4QIM
Q99835,4QIN
Q99835,5L7D
Q99835,5L7I
Q99835,5V56
Q99835,5V57
Q99835,6OT0
Q99835,6XBJ
Q99835,6XBK
Q99835,6XBL
Q99835,6XBM
Q99835,7ZI0
Q92959,3MRR
Q96PQ0,1WGO
Q92673,2DM4
Q92673,3G2S
Q92673,3G2T
Q92673,3WSX
Q92673,3WSY
Q92673,3WSZ
Q92673,7VT0
Q99523,3F6K
Q99523,3G2U
Q99523,3G2V
Q99523,4MSL
Q99523,4N7E
Q99523,4PO7
Q99523,5MRH
Q99523,5MRI
Q99523,6EHO
Q99523,6X3L
Q99523,6X48
Q99523,6X4H
O43291,4U32
P30874,7T10
P30874,7T11
P30874,7UL5
P30874,7WIC
P30874,7WIG
P30874,7WJ5
P30874,7XAT
P30874,7XAU
P30874,7XAV
P30874,7XMR
P30874,7Y24
P30874,7Y26
P30874,7Y27
P31391,7XMS
P31391,7XMT
P43307,8B6L
Q8WWQ8,5N86
Q687X5,6HCY
Q687X5,6HD1
Q13586,2K60
Q13586,2MAJ
Q13586,2MAK
Q13586,3TEQ
Q13586,4O9B
Q13586,6YEL
P08842,1P49
P08842,8EG3
Q8TCJ2,6S7T
Q7L0J3,4V11
Q496J9,4JRA
Q496J9,5JLV
Q496J9,5MOY
Q496J9,6ES1
Q9UQF0,5HA6
Q9UQF0,6RX1
P60508,1Y4M
P60508,6RX3
P60508,7OIX
Q9NUM4,7QVC
Q9NUM4,7QVF
Q9NUM4,7QWG
Q9NUM4,7QWL
Q9NUM4,7QWM
Q9NUM4,7SAQ
Q9NUM4,7SAR
Q9NUM4,7SAS
Q9NUM4,7TMC
Q9NUM4,7U10
Q9NUM4,7U11
Q9NUM4,7U12
Q9NUM4,7U13
Q9NUM4,7U14
Q9NUM4,7U15
Q9NUM4,7U16
Q9NUM4,7U17
Q9NUM4,7U18
Q9NUM4,7X83
Q9NUM4,7X84
P59540,7XP4
P59540,7XP5
P59540,7XP6
P09758,2MAE
P09758,2MVK
P09758,2MVL
P09758,7E5M
P09758,7E5N
P09758,7PEE
P40200,6ARQ
Q9NT68,6CMX
Q9NT68,6VHH
Q6N022,7BAM
Q6N022,7BAN
Q6N022,7BAO
Q6N022,7PLP
P10646,1ADZ
P10646,1IRH
P10646,1TFX
P10646,4BQD
P10646,4DTG
P10646,5NMV
P10646,6BX8
P10646,7V1N
P13726,1AHW
P13726,1BOY
P13726,1DAN
P13726,1FAK
P13726,1J9C
P13726,1JPS
P13726,1O5D
P13726,1TFH
P13726,1UJ3
P13726,1W0Y
P13726,1W2K
P13726,1WQV
P13726,1WSS
P13726,1WTG
P13726,1WUN
P13726,1WV7
P13726,1Z6J
P13726,2A2Q
P13726,2AEI
P13726,2AER
P13726,2B7D
P13726,2B8O
P13726,2C4F
P13726,2CEF
P13726,2CEH
P13726,2CEZ
P13726,2CFJ
P13726,2EC9
P13726,2F9B
P13726,2FIR
P13726,2FLB
P13726,2FLR
P13726,2HFT
P13726,2PUQ
P13726,2ZP0
P13726,2ZWL
P13726,2ZZU
P13726,3ELA
P13726,3TH2
P13726,3TH3
P13726,3TH4
P13726,4IBL
P13726,4M7L
P13726,4YLQ
P13726,4Z6A
P13726,4ZMA
P13726,5W06
P13726,6R2W
P13726,6Z9W
Q03167,7LBG
P01135,1GK5
P01135,1MOX
P01135,1YUF
P01135,1YUG
P01135,2TGF
P01135,3E50
P01135,3TGF
P01135,4TGF
P01135,5KN5
P01135,7SZ5
P01135,7SZ7
P36897,1B6C
P36897,1IAS
P36897,1PY5
P36897,1RW8
P36897,1VJY
P36897,2L5S
P36897,2PJY
P36897,2WOT
P36897,2WOU
P36897,2X7O
P36897,3FAA
P36897,3GXL
P36897,3HMM
P36897,3KCF
P36897,3KFD
P36897,3TZM
P36897,4X0M
P36897,4X2F
P36897,4X2G
P36897,4X2J
P36897,4X2K
P36897,4X2N
P36897,5E8S
P36897,5E8T
P36897,5E8U
P36897,5E8W
P36897,5E8X
P36897,5E8Z
P36897,5E90
P36897,5FRI
P36897,5QIK
P36897,5QIL
P36897,5QIM
P36897,5QTZ
P36897,5QU0
P36897,5USQ
P36897,6B8Y
P36897,6MAC
P37173,1KTZ
P37173,1M9Z
P37173,1PLO
P37173,2PJY
P37173,3KFD
P37173,4P7U
P37173,4XJJ
P37173,5E8V
P37173,5E8Y
P37173,5E91
P37173,5E92
P37173,5QIN
P37173,5TX4
P37173,5TY4
P37173,7DV6
O43493,6YAF
P35590,5N06
Q02763,1FVR
Q02763,2GY5
Q02763,2GY7
Q02763,2OO8
Q02763,2OSC
Q02763,2P4I
Q02763,2WQB
Q02763,3BEA
Q02763,3L8P
Q02763,4K0V
Q02763,4X3J
Q02763,5MYA
Q02763,5MYB
Q02763,5UTK
Q02763,6MWE
Q02763,7E72
Q495A1,3Q0H
Q495A1,3RQ3
Q495A1,3UCR
Q495A1,3UDW
Q495A1,5V52
Q495A1,7VYT
Q96H15,5DZN
Q96H15,5F7F
Q96H15,5F7H
Q9BXR5,2J67
Q15399,1FYV
Q15399,2Z7X
Q15399,6NIH
Q15399,7NT7
Q15399,7NUW
Q15399,7NUX
O60603,1FYW
O60603,1FYX
O60603,1O77
O60603,2Z7X
O60603,2Z80
O60603,6NIG
O60603,8AR0
O15455,1ZIW
O15455,2A0Z
O15455,2MK9
O15455,2MKA
O15455,3ULU
O15455,3ULV
O15455,5GS0
O15455,7C76
O15455,7WV3
O15455,7WV4
O15455,7WV5
O15455,7WVE
O15455,7WVF
O15455,7WVJ
O15455,8AR1
O00206,2Z62
O00206,2Z63
O00206,2Z65
O00206,2Z66
O00206,3FXI
O00206,3UL7
O00206,3UL8
O00206,3UL9
O00206,3ULA
O00206,4G8A
O00206,5NAM
O00206,5NAO
O60602,3J0A
O60602,8AR2
Q9Y2C9,4OM7
Q9NYK1,7CYN
Q9NR97,3W3G
Q9NR97,3W3J
Q9NR97,3W3K
Q9NR97,3W3L
Q9NR97,3W3M
Q9NR97,3W3N
Q9NR97,3WN4
Q9NR97,4QBZ
Q9NR97,4QC0
Q9NR97,4R07
Q9NR97,4R08
Q9NR97,4R09
Q9NR97,4R0A
Q9NR97,4R6A
Q9NR97,5AWA
Q9NR97,5AWB
Q9NR97,5AWC
Q9NR97,5AWD
Q9NR97,5AZ5
Q9NR97,5HDH
Q9NR97,5WYX
Q9NR97,5WYZ
Q9NR97,5Z14
Q9NR97,5Z15
Q9NR97,6KYA
Q9NR97,6TY5
Q9NR97,6V9U
Q9NR97,6WML
Q9NR97,6ZJZ
Q9NR97,7CRF
Q9NR97,7R52
Q9NR97,7R53
Q9NR97,7R54
Q9NR97,7RC9
Q9NR96,8AR3
Q9UL52,2OQ5
Q8NBN3,8CTJ
Q3KNT9,7UX0
Q9Y275,1JH5
Q9Y275,1KD7
Q9Y275,1KXG
Q9Y275,1OQD
Q9Y275,1OQE
Q9Y275,1OSG
Q9Y275,3V56
Q9Y275,4V46
Q9Y275,4ZCH
Q9Y275,5Y9J
Q9Y275,6FXN
O14788,3URF
O14788,5BNQ
O95150,2O0O
O95150,2QE3
O95150,2RE9
O95150,2RJK
O95150,2RJL
O95150,3K51
O95150,3MI8
Q9UNG2,2Q1M
Q9UNG2,2R30
Q9UNG2,2R32
Q9UNG2,3B93
Q9UNG2,3B94
Q9UNG2,7KHD
Q9UNG2,7LAW
P23510,2HEV
P48023,4MSV
P48023,5L19
P48023,5L36
Q9Y6Q6,1LB5
Q92956,1JMA
Q92956,2AW2
Q92956,4FHQ
Q92956,4RSU
Q92956,5T2Q
Q92956,5T2R
Q92956,6NG3
Q92956,7MSG
P08138,2N80
P08138,2N83
P08138,2N97
P08138,3EWV
P08138,5ZGG
P08138,7CSQ
Q02223,1OQD
Q02223,1XU2
Q02223,2KN1
Q02223,4ZFO
Q02223,6J7W
Q9Y5U5,7KHD
Q9Y5U5,7LAW
P19438,1EXT
P19438,1FT4
P19438,1ICH
P19438,1NCF
P19438,1TNR
P19438,7K7A
P19438,7KP7
P19438,7KP8
P19438,7KPB
P20333,1CA9
P20333,3ALQ
O75509,2DBH
O75509,3QO4
O75509,3U3P
O75509,3U3Q
O75509,3U3S
O75509,3U3T
O75509,3U3V
Q93038,5YGP
Q93038,5YGS
P36941,1RF3
P36941,4MXW
P43489,1D0A
P43489,2HEV
P43489,2HEY
P43489,6OGX
P43489,6OKM
P43489,6OKN
P25942,1CZZ
P25942,1D00
P25942,1FLL
P25942,1LB6
P25942,3QD6
P25942,5DMI
P25942,5DMJ
P25942,5IHL
P25942,6FAX
P25942,6PE8
P25942,6PE9
P25942,7P3I
P25445,1DDF
P25445,2NA7
P25445,3EWT
P25445,3EZQ
P25445,3THM
P25445,3TJE
P28908,1D01
Q07011,6A3V
Q07011,6A3W
Q07011,6BWV
Q07011,6CPR
Q07011,6CU0
Q07011,6MGP
Q07011,6MHR
Q07011,6MI2
Q07011,6Y8K
Q07011,7D4B
Q07011,7YXU
Q13641,4CNC
Q13641,4CNM
Q13641,6HBY
O00220,5CIR
O14836,1XU1
O14836,1XUT
P07204,1ADX
P07204,1DQB
P07204,1DX5
P07204,1EGT
P07204,1FGD
P07204,1FGE
P07204,1HLT
P07204,1TMR
P07204,1ZAQ
P07204,2ADX
P07204,3GIS
P07204,5TO3
P07204,7T4R
Q9NP99,1Q8M
Q9NP99,1SMO
Q9NZC2,5ELI
Q9NZC2,5UD7
Q9NZC2,5UD8
Q9NZC2,6B8O
Q9NZC2,6XDS
Q9NZC2,6Y6C
Q9NZC2,6YMQ
Q9NZC2,6YYE
Q9NZC2,6Z0G
Q9NZC2,6Z0H
Q9NZC2,6Z0I
P08582,6XR0
P34981,7WKD
P34981,7X1T
P34981,7X1U
P34981,7XW9
P03986,1HXM
Q9Y5S1,2F37
Q9HBA0,4DX1
Q9HBA0,4DX2
Q9HBA0,7AA5
Q9NQA5,5OEO
Q9H1D0,6BO8
Q9H1D0,6BO9
Q9H1D0,6BOA
Q9H1D0,6D7S
Q9H1D0,6D7T
Q9H1D0,6E2F
Q9H1D0,7K4A
Q9H1D0,7K4B
Q9H1D0,7K4C
Q9H1D0,7K4D
Q9H1D0,7K4E
Q9H1D0,7K4F
Q9H1D0,7S88
Q9H1D0,7S89
Q9H1D0,7S8B
Q9H1D0,7S8C
P16473,2XWT
P16473,3G04
P16473,7T9M
P16473,7XW5
P16473,7XW6
P16473,7XW7
O95858,7RD5
O95858,7RDB
Q9H313,7P5J
Q9BSA4,7P54
Q9BSA4,7P5M
Q9C0H2,7P5C
Q9P2J2,1V5J
Q9BY14,7BPR
Q06418,1RHF
P14679,7RK7
P17643,5M8L
P17643,5M8M
P17643,5M8N
P17643,5M8O
P17643,5M8P
P17643,5M8Q
P17643,5M8R
P17643,5M8S
P17643,5M8T
P40126,4HX1
P30530,2C5D
P30530,4RA0
P30530,5U6B
P30530,5VXZ
Q9H1C4,7C76
Q9H1C4,7CYN
Q6ZN44,4V2A
Q03405,1YWH
Q03405,2FD6
Q03405,2I9B
Q03405,3BT1
Q03405,3BT2
Q03405,3U73
Q03405,3U74
Q03405,4K24
Q03405,4QTI
Q03405,7E17
Q03405,7V63
Q9UKP6,6HVK
P07911,4WRN
P07911,6TQK
P07911,6TQL
P07911,6ZS5
P07911,6ZYA
P07911,7PFP
P07911,7Q3N
Q13336,6QD5
P37288,1YTV
P30518,4JQI
P30518,6NI2
P30518,6U1N
P30518,7BB6
P30518,7BB7
P30518,7DF9
P30518,7DFA
P30518,7DFB
P30518,7DFC
P30518,7DW9
P30518,7KH0
P30518,7R0C
P30518,7R0J
P19320,1IJ9
P19320,1VCA
P19320,1VSC
P17948,1FLT
P17948,1QSV
P17948,1QSZ
P17948,1QTY
P17948,1RV6
P17948,2XAC
P17948,3HNG
P17948,4CKV
P17948,4CL7
P17948,5ABD
P17948,5EX3
P17948,5T89
P35968,1VR2
P35968,1Y6A
P35968,1Y6B
P35968,1YWN
P35968,2M59
P35968,2MET
P35968,2MEU
P35968,2OH4
P35968,2P2H
P35968,2P2I
P35968,2QU5
P35968,2QU6
P35968,2RL5
P35968,2X1W
P35968,2X1X
P35968,2XIR
P35968,3B8Q
P35968,3B8R
P35968,3BE2
P35968,3C7Q
P35968,3CJF
P35968,3CJG
P35968,3CP9
P35968,3CPB
P35968,3CPC
P35968,3DTW
P35968,3EFL
P35968,3EWH
P35968,3KVQ
P35968,3S35
P35968,3S36
P35968,3S37
P35968,3U6J
P35968,3V2A
P35968,3V6B
P35968,3VHE
P35968,3VHK
P35968,3VID
P35968,3VNT
P35968,3VO3
P35968,3WZD
P35968,3WZE
P35968,4AG8
P35968,4AGC
P35968,4AGD
P35968,4ASD
P35968,4ASE
P35968,5EW3
P35968,5OYJ
P35968,6GQO
P35968,6GQP
P35968,6GQQ
P35968,6XVJ
P35968,6XVK
P35916,4BSJ
P35916,4BSK
P32241,1OF2
P32241,1OGT
P32241,3B3I
P32241,3B6S
P32241,3DTX
P32241,3HCV
P32241,5DEF
P32241,5DEG
P32241,5IB1
P32241,5IB2
P32241,5IB3
P32241,5IB4
P32241,5IB5
P32241,6VN7
P32241,7ALO
P32241,8E3Y
P32241,8E3Z
P41587,2X57
P41587,7VQX
P41587,7WBJ
P98155,1V9U
P98155,3DPR
P98155,6BYV
O95497,4CYF
O95497,4CYG
O95497,4CYY
O95497,7SLV
O95497,7SLX
O95497,7SLY
Q7Z7D3,4GOS
P78423,1B2T
P78423,1F2L
P78423,3ONA
P78423,4XT1
P78423,4XT3
P78423,5WB2
P78423,7RKF
P78423,7RKM
P78423,7RKN
P78423,7XBX
Q5T4F4,1X4U

